mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/BbMajor_count,Bminor_count,A#/Bbminor_count,BMajor_count
INFJ,NF,INFJ vibes,3yJLhnzZ8d14EIVrxNCPng,50,0.5639,0.152559289,0.52138,0.179148882,-7.92366,3.111957161,0.7,0.46291005,0.053034,0.039720388,0.4171984,0.30310598,0.15848,0.119636743,0.383786,0.23705103,121.18026,29.63463114,0.008361104,0.030073878,3,6,1,1,0,1,0,4,2,2,0,5,0,4,1,7,2,1,2,2,1,3,1,1
INFJ,NF,infj (´;ω;) (;_;),0bDF8ziBfGI8OQkTIUPIIY,50,0.5749,0.14526826,0.62736,0.210562101,-7.24768,3.190028293,0.66,0.478518121,0.056324,0.078023028,0.2617657,0.280668351,0.190846,0.165039202,0.520322,0.224645245,122.95028,31.6764963,0.15864165,0.313335444,2,4,0,2,0,4,0,0,1,3,2,4,3,2,0,4,1,0,3,5,1,2,3,4
INFJ,NF,pisces infj 6w5,7cSSp4smkIz9OpwVPTKcOS,50,0.6157,0.117722651,0.5798,0.19380929,-8.1397,3.662801043,0.82,0.388087934,0.053242,0.029333258,0.353340638,0.32941839,0.212072,0.189719664,0.6014,0.201433333,121.83932,27.8892896,0.017473491,0.073017815,1,5,3,3,1,7,0,1,0,4,1,3,1,1,0,4,0,3,1,3,3,0,1,4
INFJ,NF,ENFP-INFJ,18BKTrzt5Q1iH90sngkybU,50,0.73974,0.085153837,0.79834,0.110669689,-3.63834,1.570835026,0.46,0.503457434,0.105352,0.073053501,0.07745242,0.099616896,0.18269,0.12146122,0.57076,0.177933783,119.74288,24.47656272,0.001097409,0.006994045,2,1,3,3,1,4,1,0,0,1,2,2,6,0,0,2,1,4,2,4,0,3,6,2
INFJ,NF,infj-things,2rxppn93s6xxVrj8STY0La,50,0.56016,0.13232279,0.51932,0.195054722,-6.89814,2.361033603,0.9,0.303045763,0.041358,0.020547467,0.4663032,0.355896913,0.156328,0.090826495,0.43954,0.181589379,124.52816,32.96774301,0.003776804,0.023933034,0,4,0,6,0,5,0,3,0,4,1,5,1,1,2,3,0,8,0,1,3,0,1,2
INFJ,NF,INFJ,10YnwhtwMBlNkBghtWJnss,20,0.62075,0.112815114,0.62595,0.201143174,-5.75905,4.162425653,0.65,0.489360485,0.06264,0.053772047,0.26884,0.298742064,0.18513,0.111367467,0.46645,0.136950039,111.2629,26.01174151,0.047244292,0.210839434,0,1,0,4,1,0,0,0,1,0,2,2,1,2,1,0,1,1,0,3,0,0,0,0
INFJ,NF,infj,3dNNPQTJ7SOdYqkET1gnWc,50,0.53348,0.132528201,0.458566,0.215135351,-9.62338,4.087592635,0.8,0.404061018,0.045512,0.024603556,0.558980232,0.330332424,0.155726,0.10826113,0.347156,0.192418661,121.1922,28.47361359,0.041324464,0.126340771,2,10,1,2,0,8,0,1,2,5,0,4,2,1,2,2,0,1,1,5,1,0,0,0
INFJ,NF,INFJ,3jZESv16U0CS5wficKD7aq,50,0.54896,0.14194422,0.5068,0.228017454,-8.55608,3.401116478,0.68,0.471212071,0.045858,0.022107955,0.39427854,0.310065036,0.162584,0.120256665,0.426598,0.233759423,112.30854,28.06469472,0.008091092,0.027244686,3,5,0,3,1,4,0,1,0,2,3,2,2,0,3,7,0,1,1,5,3,3,0,1
INFJ,NF,☆ Infj ☆,3Ge3yjU0WQyXjwc7sAqY6s,19,0.650263158,0.091848209,0.729842105,0.121137783,-5.144526316,1.788506372,0.263157895,0.452413928,0.081205263,0.076921226,0.141668,0.159165928,0.246210526,0.179285477,0.480052632,0.19431317,114.4245263,26.64480286,0.050898121,0.188871392,1,0,0,0,0,1,0,0,1,0,2,0,3,0,2,2,2,0,1,0,1,2,0,1
INFJ,NF,infj-t,1fKEeTf4XmhNbBmsYJ0sBp,50,0.55802,0.147922965,0.46998,0.170477899,-9.28046,3.32646919,0.56,0.501426536,0.038466,0.016987722,0.399610751,0.319591311,0.14575,0.094455752,0.4337,0.19350613,128.92614,33.1875549,0.245974739,0.317021351,2,5,1,3,0,0,0,1,4,3,4,3,0,1,0,3,2,2,4,1,1,5,0,5
INFJ,NF,Infj,0CLLH5Gi2dp9UG8Rbds2Cr,50,0.55016,0.131839785,0.61768,0.147543344,-7.13766,2.690433025,0.34,0.478518121,0.08704,0.099337216,0.25066574,0.288141308,0.159574,0.078405703,0.38348,0.172832639,123.1864,28.10695693,0.062273859,0.180338544,1,2,2,2,2,4,1,0,3,3,2,0,3,1,4,1,2,1,3,1,1,4,6,1
INFJ,NF,INFJ,7yQtij4nHfI7qK8971Aipa,50,0.4945,0.152131556,0.74038,0.18150627,-7.65448,3.600078821,0.6,0.494871659,0.071996,0.078465601,0.134740422,0.230446685,0.215956,0.128990321,0.49294,0.212067703,126.58724,32.88991356,0.30815573,0.335651484,3,3,2,4,1,4,0,0,0,0,1,2,5,3,2,2,1,1,2,5,3,3,0,3
INFJ,NF,INFJ,2pbCxbVPSb0DMuLqSGYuFu,50,0.59892,0.139955072,0.56315,0.185581608,-8.12928,3.318479846,0.84,0.37032804,0.042112,0.028566511,0.4263638,0.260363314,0.15456,0.124272498,0.51186,0.226797132,119.76658,31.33113883,0.04104252,0.155290085,0,8,1,0,0,4,0,2,1,2,0,5,2,4,1,9,0,1,0,1,3,0,3,3
INFJ,NF,Infj's summer,0D7JjmAr6QKeAap7KYSPmf,50,0.67672,0.140493742,0.57456,0.189228095,-6.45924,2.551040048,0.64,0.484873221,0.08081,0.074979184,0.3429018,0.289503846,0.1631,0.110678309,0.49502,0.178878421,118.04096,28.28233147,9.23E-05,0.000510824,1,3,4,3,0,5,1,1,1,3,1,4,2,1,2,2,0,3,1,1,2,2,3,4
INFJ,NF,My INFJ songs 🧚🏻‍♀️,5HBFnS1AkaHAiDK2KYzo9y,50,0.53684,0.137721156,0.561754,0.239949657,-8.38726,4.333950537,0.64,0.484873221,0.047128,0.022263817,0.365651428,0.365908395,0.176166,0.137544388,0.407988,0.201712858,136.05548,33.75551531,0.135486151,0.260809623,0,5,0,1,0,2,0,1,1,1,1,2,1,5,3,3,1,4,7,6,2,2,2,0
INFJ,NF,mbti - infj - song!!,1n5Ae24kej0a3fRUAn1XQ9,50,0.53684,0.133841264,0.58546,0.19389806,-7.49886,3.119546474,0.48,0.50467205,0.060846,0.062797612,0.3047216,0.3033499,0.175814,0.114579754,0.396868,0.229499593,117.23536,28.44000577,0.105931242,0.247121413,5,2,4,2,1,3,1,1,1,0,1,5,0,2,2,3,0,2,5,0,2,5,1,2
INFJ,NF,infj 1w2,1XEoLLNVa6oXwubJRBgaw7,50,0.61018,0.123780532,0.589808,0.210639694,-7.34424,3.005603478,0.7,0.46291005,0.097962,0.091316923,0.2682976,0.301914709,0.173358,0.115876956,0.447168,0.210090109,116.25612,29.32777829,0.039500191,0.143343308,1,7,2,5,2,4,0,0,0,1,1,4,2,2,0,3,1,5,2,3,0,1,3,1
INFJ,NF,infj,4fN4tHRwIyfYT2bABdKjp7,37,0.513162162,0.11914872,0.500540541,0.17401957,-7.778297297,2.318849641,0.810810811,0.397061277,0.040464865,0.038869177,0.437962162,0.318656682,0.140083784,0.061972559,0.376621622,0.166725382,110.6146486,31.12731827,0.026608509,0.101871315,1,2,1,3,1,4,0,1,0,3,0,2,1,3,0,1,0,2,0,2,3,2,1,4
INFJ,NF,INFJ / 6w5,4PITZxZZCkCNinxmiOBYmu,50,0.55642,0.156887076,0.55388,0.167424993,-7.3532,2.352332165,0.78,0.418451958,0.054298,0.055834824,0.3300696,0.270078257,0.14034,0.073505827,0.379802,0.20376822,116.51998,32.14273102,0.023615664,0.089403969,1,2,1,2,0,1,1,2,0,4,1,9,1,3,0,1,1,5,0,3,5,3,2,2
INFJ,NF,INFJ Vibes🍀,5pcjnl1HaOZ6ZTtDXjNfEc,16,0.4816875,0.121579449,0.450375,0.174562262,-8.83225,3.515665731,0.6875,0.478713554,0.05169375,0.058018818,0.56684375,0.345038342,0.16405,0.084973517,0.31474375,0.197699934,100.2210625,23.67911593,0.132590462,0.267567835,1,2,0,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,1
INFJ,NF,pov: you're an infj,714AcDZLWX1pSmLOAMJ68F,50,0.59016,0.139439455,0.64824,0.172853195,-6.875,3.141510309,0.36,0.484873221,0.069412,0.084604435,0.1649592,0.225335145,0.212158,0.181986567,0.470192,0.249684758,118.27362,25.69718744,0.082731705,0.185716038,1,1,5,1,2,2,2,0,3,2,3,1,3,1,0,4,1,3,3,1,2,8,1,0
INFJ,NF,infj vibez,4jPWcTUCSi2elTOONUnK29,50,0.65132,0.129559291,0.49546,0.165122121,-8.00458,2.557253358,0.78,0.418451958,0.05271,0.03571283,0.4284602,0.291322715,0.157156,0.091746188,0.478292,0.264736815,109.96894,22.7519225,0.01763454,0.065264841,0,4,1,3,2,5,0,0,2,4,2,3,1,4,0,1,0,3,0,7,4,2,1,1
INFJ,NF,infj,10iQA8fnPK7eg0NutdJU0D,50,0.55216,0.127034361,0.56604,0.228335232,-7.391,3.207317908,0.7,0.46291005,0.058278,0.060846902,0.358612628,0.354461657,0.155356,0.092539591,0.40504,0.214172442,119.2976,30.47073729,0.091615139,0.225640011,3,3,2,2,0,3,1,1,3,4,1,3,1,4,0,2,1,4,1,6,3,1,1,0
INFJ,NF,INFJ Mood,6z9dduzBAYeEQlhjjnxgEZ,13,0.548538462,0.173653206,0.539307692,0.168600309,-6.796692308,1.546340378,0.692307692,0.480384461,0.057661538,0.064486349,0.357611538,0.353783001,0.208361538,0.145245422,0.347692308,0.165614706,118.8093846,36.049999,0.027787075,0.061266169,0,2,1,1,1,0,0,1,0,2,1,0,1,0,0,2,0,1,0,0,0,0,0,0
INFJ,NF,infj,6SbbBlceRuWcca8RQThoba,37,0.534486486,0.14009057,0.592702703,0.193994683,-7.791378378,3.686612012,0.540540541,0.505227924,0.065189189,0.0677173,0.282476535,0.287415626,0.140618919,0.075918677,0.358391892,0.169098269,111.0309189,28.04744373,0.097439654,0.220453544,1,4,1,3,1,1,0,2,1,1,2,1,1,2,0,0,2,2,0,1,2,7,1,1
INFJ,NF,for the infj,6JApE5wwsGXjEuZZjd8eHV,50,0.52684,0.129607943,0.52514,0.219951573,-9.0257,3.891108038,0.62,0.490314351,0.046328,0.029784389,0.415749116,0.336043971,0.143134,0.087932603,0.35017,0.209873963,119.10478,26.14044161,0.105990419,0.239164642,4,7,0,3,4,1,1,1,2,3,1,5,1,4,0,3,0,0,2,4,0,4,0,0
INFJ,NF,infj-t,5q1gF1sYAtRRlzhBVBzWCw,18,0.505611111,0.14425718,0.438411111,0.193125579,-8.836333333,3.723789499,0.611111111,0.501631326,0.038944444,0.016804454,0.474821667,0.352970963,0.180705556,0.09969017,0.321522222,0.162239085,118.2805556,30.07526112,0.021089521,0.051317417,2,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,1,2,3,1,0,1
INFJ,NF,INFJ+,5AFrkQj89LMNf3EpwowH4a,50,0.5108,0.153579734,0.609196,0.210067983,-7.94778,4.117903282,0.68,0.471212071,0.059142,0.052235456,0.263443588,0.311057051,0.17353,0.132495876,0.402666,0.210406584,119.26878,35.89892772,0.190908309,0.336126872,2,1,0,2,2,3,1,2,1,2,1,2,1,4,1,3,1,3,2,6,4,3,1,2
INFJ,NF,infj ,0TB9Ac7S3zUOVIwKJ6FPfP,50,0.56122,0.137936142,0.64226,0.189564034,-6.50634,2.596687919,0.8,0.404061018,0.065408,0.051032722,0.2577731,0.279670135,0.169816,0.12180852,0.47577,0.236160308,124.5649,32.57247045,0.033730598,0.121711847,2,7,1,3,0,6,1,2,1,1,0,4,1,3,0,3,1,3,0,7,1,2,1,0
INFJ,NF,Infj,0tlGvcUjfFjAV1AA0zqwtb,50,0.5004,0.136917225,0.58842,0.227557312,-7.11866,3.268579562,0.46,0.503457434,0.05631,0.057055384,0.324383014,0.329133256,0.159998,0.109395748,0.355144,0.180295491,119.06256,28.61548372,0.077187615,0.197115108,2,5,3,0,2,2,0,0,2,1,3,4,2,1,3,3,1,2,5,3,1,2,2,1
INFJ,NF,what an INFJ listens to,3ndtTaXk1mIVuvkZBaGDS0,50,0.55996,0.172806718,0.58896,0.219137638,-8.02332,3.192197218,0.76,0.431419111,0.052034,0.033369322,0.25814842,0.311404064,0.177176,0.13148755,0.46922,0.243686089,122.52694,30.85019815,0.043985602,0.143017022,1,4,0,4,0,4,0,1,1,4,1,8,2,3,0,5,1,1,3,2,1,2,1,1
INFJ,NF,INFJ,7342bbcYrdqIfFVwYWRBPY,9,0.545444444,0.126944979,0.188588889,0.095321593,-14.65933333,3.657348493,1,0,0.039677778,0.014220213,0.906222222,0.052554205,0.126144444,0.060287377,0.261111111,0.073281042,115.1181111,30.89994612,0.06517208,0.144409215,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1
INFJ,NF,INFJ9w1Thai,75ddE2HygxV71YWQuShekW,50,0.54894,0.122277939,0.55604,0.152533296,-8.74612,2.550576531,0.88,0.328260723,0.033746,0.011056815,0.3802584,0.287645734,0.176922,0.155777237,0.4507,0.197388692,122.5988,34.27223774,0.081575897,0.218567687,0,9,0,6,2,5,0,0,0,10,0,0,1,2,1,2,0,3,0,5,1,2,0,1
INFJ,NF,INFJ VIBES 🍂,7KL2UJh1cBSobQ5kDGzmi3,50,0.5948,0.136815383,0.53631,0.214390519,-8.1449,3.261964084,0.78,0.418451958,0.055144,0.033765948,0.37925676,0.343658152,0.139898,0.09907147,0.379538,0.207255422,128.25742,28.78951733,0.025102993,0.092607989,0,5,1,2,2,4,0,0,1,3,1,5,0,4,2,3,1,2,1,6,2,2,0,3
INFJ,NF,?. . . infj,5XUHH88x3QS66SLbydE014,50,0.53538,0.142215257,0.61718,0.171845052,-6.7213,3.381460765,0.56,0.501426536,0.059144,0.059488398,0.2712256,0.253217616,0.148358,0.113916855,0.416274,0.231189743,117.16598,32.32105757,0.041366147,0.144931389,2,4,1,0,1,1,0,2,0,2,2,5,2,2,0,2,1,4,3,1,3,8,2,2
INFJ,NF,INFJ (kinda),4B6hDdZ4sJA16X0qGgqikq,50,0.61174,0.116385498,0.562316,0.185039932,-8.21116,4.047791922,0.52,0.50467205,0.054062,0.043050506,0.3986368,0.302481724,0.192826,0.121835138,0.3959,0.212323392,111.90984,23.8650591,0.115713943,0.286830239,3,6,2,2,1,3,0,1,1,2,3,4,4,1,5,0,0,3,0,0,3,2,3,1
INFJ,NF,INFJ vibe 🌕,4vhkPS2rNxtPNBg4LUx2dt,50,0.54682,0.115988509,0.70452,0.18416599,-6.74716,2.57882341,0.64,0.484873221,0.060232,0.044324312,0.159900354,0.24023816,0.17597,0.140091443,0.439406,0.199250899,131.33598,30.8512151,0.177042404,0.293597649,4,5,1,5,0,1,0,1,3,1,0,1,2,1,1,3,0,3,3,4,3,3,1,4
INFJ,NF,¿Infj - Infp?,7iQ6NKMQbvpGSOU2SvzwvY,50,0.58492,0.14494219,0.651566,0.210000898,-8.11642,5.163851126,0.54,0.503457434,0.065166,0.05379468,0.244699438,0.270810549,0.214168,0.181633776,0.480212,0.218352524,115.70536,27.70115396,0.139967,0.283948694,3,0,1,6,1,8,0,1,5,0,2,0,3,3,1,3,1,2,2,2,0,2,2,2
INFJ,NF,INFJ,0pX17jppgz1fLOoGRmVF58,50,0.7145,0.106251194,0.7487,0.143543956,-4.54448,2.139202591,0.5,0.505076272,0.107506,0.089929021,0.18152776,0.214462493,0.167838,0.13326942,0.64168,0.179878694,130.43828,25.37097006,0.005704181,0.038330253,1,3,2,5,2,4,1,0,0,0,5,1,3,1,2,2,0,2,2,2,2,3,4,3
INFJ,NF,infj,4tMRxlcrbAGBhVC84nzJTU,21,0.459619048,0.122902594,0.57147619,0.194796719,-7.81452381,3.191409103,0.761904762,0.43643578,0.035771429,0.010993823,0.202406789,0.26854855,0.126228571,0.051673708,0.355333333,0.212384871,111.8991429,27.25267866,0.041973195,0.114606379,0,2,0,0,0,2,0,3,1,2,0,1,0,1,0,2,0,1,1,1,1,3,0,0
INFJ,NF,INFJ,06nFT1Us3pvsbn1vJevqfX,50,0.50276,0.128370726,0.535934,0.239582727,-8.01356,4.506430277,0.6,0.494871659,0.05928,0.061822283,0.3897942,0.354961841,0.172566,0.109838474,0.338704,0.190005471,121.92392,34.25275637,0.086379698,0.214376031,1,3,0,3,2,0,0,3,4,1,0,5,4,1,0,2,1,1,2,5,4,5,1,2
INFJ,NF,INFJ,5V5oqqbRV1tYpAoQBHjD2Y,50,0.57954,0.146206481,0.6435,0.147247847,-6.62572,2.588194675,0.6,0.494871659,0.074614,0.053634751,0.24790431,0.255906556,0.189926,0.154100934,0.39431,0.217285616,122.0362,32.53817915,0.006117083,0.024936586,2,6,1,2,1,5,0,2,3,1,3,3,1,1,1,2,0,2,0,4,2,4,4,0
INFJ,NF,im an infj.,7xL13ybB8seKP0scKQbBGA,37,0.570864865,0.133809392,0.617081081,0.206405666,-8.051243243,3.685360252,0.459459459,0.505227924,0.064772973,0.093592128,0.278788743,0.282915916,0.141513514,0.097539243,0.455648649,0.203434294,123.2186757,28.26261376,0.071617414,0.204515634,3,1,3,2,0,0,0,1,3,2,2,1,2,3,2,2,2,2,0,0,1,2,1,2
INFJ,NF,INFJ,4eO3gdhsf2Bvn5DnkUdAhI,21,0.630857143,0.083469327,0.787666667,0.119105136,-4.126952381,1.784298839,0.19047619,0.402373908,0.096280952,0.066924455,0.122679095,0.099731556,0.158080952,0.090601797,0.510571429,0.195443233,129.9274286,21.15560559,9.03E-05,0.000410072,0,0,2,1,2,2,0,0,2,0,4,0,2,0,1,0,2,1,0,0,0,1,1,0
INFJ,NF,infj gang ❤️‍🩹,4SG69ghVsvx7Pk6WJxLVns,16,0.4675625,0.132829198,0.55,0.168211771,-7.8746875,2.451661551,0.6875,0.478713554,0.06089375,0.067302496,0.300125,0.281159296,0.14274375,0.116504254,0.31668125,0.174358593,107.165,25.98699472,0.096443679,0.235959256,1,2,0,0,0,2,0,1,0,2,0,2,1,0,1,0,0,1,0,0,1,1,1,0
INFJ,NF,Scorpio INFJ,7ksBYoojqOOzIzM9CsZ6r7,50,0.64166,0.118923678,0.65656,0.1587235,-5.6692,2.250574992,0.42,0.498569382,0.095564,0.073285934,0.21670508,0.228410024,0.15914,0.11516895,0.481278,0.210001183,120.12502,31.58673657,0.000496575,0.001823192,0,2,0,1,2,3,2,0,1,4,7,1,4,3,5,4,2,1,2,1,0,1,3,1
INFJ,NF,infj,3sS0Suc32KitO1VnyaWwCE,45,0.515,0.144836585,0.417255556,0.196277817,-10.78328889,3.914376489,0.733333333,0.447213595,0.041797778,0.018763086,0.575561333,0.332881121,0.186784444,0.172556378,0.336075556,0.208375715,123.3778444,28.94268129,0.047274906,0.171333372,0,5,0,3,0,4,1,1,1,4,0,0,2,1,3,0,1,1,1,1,12,1,2,1
INFJ,NF,INFJ SONGS,2jsvwQQqE4OG8T63O9Duv0,48,0.529770833,0.129714456,0.558620833,0.195501425,-8.412104167,3.864844349,0.625,0.489246055,0.057133333,0.045337694,0.359149865,0.313898524,0.175608333,0.130748973,0.399125,0.187462738,119.046125,32.03326167,0.109935031,0.251826711,2,6,0,1,2,3,0,1,2,4,1,4,2,1,1,2,2,1,3,3,3,3,0,1
INFJ,NF,infj<3,2cwzDSk1PwE6wHd8EReGxe,48,0.532208333,0.124695708,0.5924375,0.216553065,-7.5214375,3.783587203,0.645833333,0.483321105,0.056235417,0.062507026,0.338681938,0.328929102,0.185935417,0.145803783,0.42120625,0.195937635,116.5186042,27.68394013,0.077067958,0.200702551,2,4,1,3,1,3,1,2,1,2,1,3,2,1,0,1,1,2,1,4,4,5,1,2
INFJ,NF,infj-t,6Qx2FHuhzh5hLDgAbJlO4v,50,0.53082,0.143598745,0.68902,0.164071225,-6.6589,2.446162569,0.52,0.50467205,0.050508,0.048716765,0.175015508,0.212271672,0.193622,0.124065684,0.48028,0.184688822,120.39918,33.47363823,0.195474767,0.309446213,7,4,2,2,1,2,1,1,4,2,1,2,1,2,1,1,1,2,5,6,2,0,0,0
INFJ,NF,infj,4Jc4s0PTpQqYGK5xmzT11J,46,0.6185,0.115064571,0.639113043,0.182021833,-7.138521739,2.846503085,0.652173913,0.481543412,0.063454348,0.05251453,0.218037391,0.273328164,0.187236957,0.161095542,0.422752174,0.209018422,116.2570652,20.95662584,0.01929508,0.056658138,1,8,1,1,1,3,0,2,0,2,2,3,2,1,1,1,0,2,1,1,2,4,3,4
INFJ,NF,infj bozuk urundur,6rx1JPDkx4nVvaMjKLbRJs,50,0.51774,0.132123908,0.62306,0.19826198,-6.849,2.399801361,0.52,0.50467205,0.04661,0.028904524,0.214388851,0.277089433,0.169926,0.113332919,0.391024,0.221848459,110.54224,24.59742569,0.128290363,0.25447799,3,3,0,2,1,4,0,2,2,1,4,3,2,2,3,2,1,2,4,2,2,3,1,1
INFJ,NF,infj,7vPkYu5WTS5PyRTTJbAF1G,50,0.53744,0.116076182,0.4976,0.185760104,-8.14196,2.775030979,0.68,0.471212071,0.065434,0.076453143,0.4992852,0.322074926,0.149298,0.124721915,0.416758,0.214483265,121.82478,32.28323451,0.000356861,0.001207802,2,11,0,1,1,4,0,0,2,4,0,7,0,2,1,1,0,1,2,0,2,6,2,1
INFJ,NF,INFJ's Mood,12H4zQABM6z2lKab01kT8e,50,0.59186,0.142155277,0.64952,0.1971493,-7.08936,2.51125581,0.64,0.484873221,0.076588,0.094479631,0.295911926,0.274175753,0.169606,0.126459724,0.47724,0.194025094,131.02318,28.44462802,0.040386466,0.143230962,1,4,2,4,1,5,0,1,3,4,1,2,1,2,1,2,2,1,3,5,2,2,1,0
INFJ,NF,infj + libra 🎧,7AV7Xg5J2sw17wLxVcYgTU,50,0.57168,0.125819346,0.499126,0.228651649,-9.9039,4.066228234,0.78,0.418451958,0.046786,0.028257872,0.462697088,0.337166605,0.176966,0.105647886,0.439236,0.207151434,122.10296,30.80879567,0.105397769,0.245300146,2,8,0,2,1,4,1,1,2,2,0,4,1,1,2,8,1,2,1,4,2,0,0,1
INFJ,NF,infj + entp,1nEiwFEt0UaT4IFGG9mHN5,50,0.48472,0.136251274,0.4125,0.214504388,-10.13262,3.077899097,0.88,0.328260723,0.055076,0.047253513,0.59661378,0.353195888,0.121032,0.044805245,0.30827,0.182414283,124.00242,31.6738737,0.060368096,0.146538554,1,11,1,2,1,5,0,0,0,6,2,2,1,2,0,4,0,0,0,1,9,0,0,2
INFJ,NF,INFJ😇,4IiO565hEtStle3neFTHqs,50,0.53158,0.132537417,0.5333,0.200989415,-7.54794,3.030729699,0.76,0.431419111,0.049826,0.030972152,0.442198,0.321595441,0.16535,0.105148712,0.3456,0.173781472,119.85886,30.09445662,0.008595349,0.030786761,2,3,4,3,0,3,0,4,1,2,1,4,0,2,0,3,1,4,2,1,3,1,0,6
INFJ,NF,INFJ,15onlq3vPjUrxqVvi751ng,50,0.56436,0.143288885,0.65858,0.197231045,-8.09886,3.788963,0.58,0.498569382,0.059324,0.048538596,0.26381404,0.311470351,0.1725,0.126803868,0.460888,0.225586652,118.62894,30.05260117,0.236573545,0.333786546,2,3,2,2,0,3,0,3,3,1,2,3,3,3,1,3,2,2,5,3,2,0,1,1
INFJ,NF,INFJ mood❊,4rOvzshx62QX8vKkYJDZJS,50,0.59412,0.133159968,0.6328,0.190323784,-6.56652,2.708322466,0.78,0.418451958,0.069108,0.077291446,0.319611548,0.315857842,0.174394,0.156941661,0.473082,0.215973553,126.91146,31.08602386,0.028743892,0.142927185,3,4,0,2,0,6,0,1,1,2,0,8,0,3,1,2,1,4,2,4,2,3,0,1
INFJ,NF,INFJ,3cpZKXciFBe0YkqheoDFJA,50,0.44268,0.111186264,0.48926,0.188239081,-10.04612,3.118126181,0.7,0.46291005,0.031686,0.006742192,0.4393242,0.318776156,0.131516,0.061660212,0.27701,0.207249145,119.66632,30.2927179,0.389940234,0.353000685,2,1,1,0,2,6,0,2,3,4,1,2,3,3,0,8,0,2,1,5,2,1,1,0
INFJ,NF,De ENTP para INFJ 🫶,42lTTBfhruJxJiNrNafJrM,50,0.57046,0.16555241,0.71236,0.172466827,-7.43882,2.997732195,0.5,0.505076272,0.05518,0.046550806,0.21202306,0.254312298,0.156214,0.118263718,0.558962,0.260789349,123.12898,27.3957914,0.082102325,0.187624793,2,2,2,3,1,1,1,0,1,1,1,4,2,3,0,1,2,2,5,4,2,3,5,2
INFJ,NF, INFJ,0dR6ROgXdzyQtXgyQ0ojQd,50,0.58446,0.133939251,0.58386,0.151290909,-8.95476,2.524829116,0.78,0.418451958,0.04465,0.033303179,0.355589906,0.255695,0.16433,0.082514952,0.55308,0.215447976,117.91234,30.35291249,0.271507132,0.314516824,0,1,1,3,1,4,1,0,1,5,1,5,1,4,0,4,0,5,2,3,2,3,0,3
INFJ,NF,ENFJ x INFJ,77hyTLYxP7gK2Gpr0aEXeh,50,0.53474,0.139184624,0.412284,0.209551669,-10.91894,3.456250111,0.76,0.431419111,0.047978,0.041432479,0.6291924,0.330494734,0.149192,0.088475494,0.387184,0.204536861,115.98506,27.39714113,0.071143723,0.218263028,1,7,3,2,1,4,0,5,1,0,1,5,0,1,0,7,0,4,2,2,1,3,0,0
INFJ,NF,infj anthem,0oGbDNtZFmyLZRO4K1tfUH,49,0.494367347,0.10634431,0.558244898,0.222845755,-8.180244898,3.694161585,0.591836735,0.496586991,0.053897959,0.04524351,0.280201822,0.31923249,0.186771429,0.142249867,0.333406122,0.190975412,117.5597959,27.44539451,0.076335828,0.210661342,2,4,2,1,0,1,0,1,3,3,2,6,3,2,3,3,0,3,2,0,4,1,2,1
INFJ,NF,Kpop INFJ songs🥲💔,3GNwTZ3KHJKP9ESoR6wbD5,33,0.580606061,0.102279012,0.65530303,0.155244461,-6.111060606,2.031913568,0.393939394,0.496197663,0.071778788,0.066684035,0.171606758,0.191996814,0.184939394,0.103302789,0.361133333,0.193597899,109.662303,26.97083538,0.014335714,0.078084378,1,5,2,1,3,1,0,0,0,0,4,1,2,2,2,0,1,1,3,1,0,1,1,1
INFJ,NF,my infj mind,4ruXi2yrTq4MYDRQ7hhsWW,50,0.6136,0.147965109,0.63842,0.215623452,-6.49146,3.115004886,0.7,0.46291005,0.087344,0.102130363,0.27972182,0.308842574,0.152672,0.096089497,0.56932,0.249942642,118.44326,30.41070444,0.005889317,0.026141294,2,4,2,7,0,3,0,2,4,3,2,4,1,2,1,4,0,1,1,0,3,2,0,2
INFJ,NF,INFJs,3Nmf46vI85UhU0yizhna27,33,0.471393939,0.105031525,0.479939394,0.215969897,-8.989818182,4.080203614,0.636363636,0.48850421,0.05190303,0.052482411,0.446492485,0.349345201,0.146709091,0.106568307,0.292460606,0.180679383,116.3485455,27.42082121,0.071090125,0.174390117,3,3,1,3,1,5,1,0,1,3,1,3,1,0,0,0,2,0,0,0,2,1,0,2
