mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,INFP,18kAcc5z04WfB2opp60WVt,50,0.60382,0.131250452,0.62052,0.152167904,-5.08542,1.376415369,0.6,0.494871659,0.085232,0.083805624,0.461359,0.241030756,0.155976,0.11008419,0.449188,0.200055043,116.31458,30.10226681,0.000323615,0.002262259,3,4,2,1,1,3,3,2,3,1,2,3,1,3,2,5,1,1,0,0,1,3,3,2
INFP,NF,infp,61J0sHpzMMAau5MZYJHNwU,50,0.67192,0.107270941,0.8308,0.095221761,-3.75134,1.393569893,0.48,0.50467205,0.103862,0.077630806,0.11311286,0.131460399,0.175638,0.11298632,0.57192,0.164952787,120.32438,24.31901058,0.004336424,0.022452237,4,2,2,5,3,0,2,0,3,1,3,6,1,2,3,2,1,1,1,5,0,1,1,1
INFP,NF,#41 ; infps,1LGG4ekXsj5Sm2rOLv3dmz,31,0.574645161,0.152498863,0.550451613,0.183443332,-6.209870968,2.782475118,0.838709677,0.373878251,0.044970968,0.02924336,0.424846129,0.315726542,0.173912903,0.132392346,0.397883871,0.206683957,119.197129,30.19717847,0.010682795,0.040412015,0,4,1,2,2,1,0,4,3,2,1,0,0,2,0,5,0,1,0,0,0,1,2,0
INFP,NF,INFP 🦋☁️🧡,2sMCLQyNWJO2KE31M4NEbq,27,0.585407407,0.137886592,0.539,0.14976931,-7.626,2.213846652,0.444444444,0.506369684,0.092718519,0.079494664,0.289525556,0.289082126,0.143425926,0.088769952,0.371137037,0.187627174,117.5285556,30.52741353,0.014956217,0.0719465,1,3,1,1,3,1,0,0,0,0,4,0,0,0,2,2,1,1,1,2,2,0,1,1
INFP,NF,INFP 👋,7wUdZXay5kUPGObmVTnHIg,21,0.609238095,0.129005777,0.523285714,0.182218315,-8.099142857,2.695502556,0.761904762,0.43643578,0.052209524,0.042948992,0.478938095,0.285188328,0.195014286,0.128325232,0.517761905,0.23320654,116.6534286,32.74530575,0.039641146,0.15898651,2,3,2,1,2,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,3,1,0
INFP,NF,♥️~infp,5yoXuYXjjweOb8giQTg6a5,22,0.538318182,0.142911357,0.473363636,0.184971696,-9.542227273,4.462574774,0.681818182,0.476731295,0.0629,0.055060875,0.504103182,0.305432337,0.171081818,0.108093741,0.359090909,0.171294764,123.2086364,27.52055426,0.078821981,0.17105791,0,4,1,2,0,1,1,1,1,1,1,2,1,1,1,2,0,0,1,0,0,1,0,0
INFP,NF,Playlist for ENFJ INFJ ENFP INFP,6KSTM9BwJ4FSFVb2tuqfvI,50,0.63174,0.143886692,0.409356,0.167576318,-9.084,2.912359728,0.74,0.443087498,0.074106,0.054142787,0.564242,0.290989967,0.158446,0.120386258,0.448658,0.208312656,110.62046,30.30219086,0.083900977,0.231638712,1,4,4,2,4,4,2,2,1,5,0,4,0,2,1,3,1,3,1,0,0,0,4,2
INFP,NF,INFPT working out,7wRxznz66KQXlpPgZa3nFy,50,0.64498,0.134613656,0.8137,0.128196636,-4.0242,1.549520769,0.48,0.50467205,0.104798,0.072456919,0.07796964,0.130948678,0.180578,0.122692239,0.51446,0.172964926,128.28046,28.46315428,0.018176743,0.127113227,2,4,5,1,2,1,2,0,3,2,2,2,1,4,2,2,5,1,1,1,1,2,3,1
INFP,NF,being an infp,26xNvtcPKUA7beqoPNIAGH,50,0.51952,0.122994647,0.56556,0.178327967,-7.21502,2.532525113,0.78,0.418451958,0.041852,0.028873321,0.3078136,0.290998104,0.16368,0.119078623,0.392902,0.194362072,117.29018,27.72637186,0.025205883,0.083646728,3,3,0,3,5,4,0,4,2,3,1,2,1,4,1,5,0,3,3,0,0,2,1,0
INFP,NF,infp swings.,0DR2zW5lHa3DNLj2rMb47x,50,0.49666,0.14866942,0.65096,0.229074176,-7.28214,3.867704603,0.66,0.478518121,0.076504,0.082537581,0.204690222,0.292750501,0.214032,0.159275981,0.392896,0.218625091,125.8505,37.40672748,0.100621322,0.233198596,0,3,1,5,3,2,3,2,2,3,1,5,3,1,1,5,0,0,1,1,3,2,2,1
INFP,NF,infp,30DYuje8CNyTNa5bBSAaiJ,9,0.587888889,0.136480259,0.319711111,0.152680225,-10.45366667,4.214644261,1,0,0.032944444,0.005929399,0.775111111,0.16401863,0.135166667,0.078143298,0.34,0.075256229,115.0386667,23.65993766,3.78E-05,7.46E-05,0,2,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0
INFP,NF,an infp 🗯,1vff0L5vSqKluOBjyxZhVQ,50,0.56634,0.150338477,0.62248,0.135528932,-7.33888,2.323047916,0.44,0.501426536,0.049304,0.034023179,0.12346149,0.158730843,0.161338,0.125348266,0.349212,0.204106331,112.50804,24.00885579,0.057625765,0.170531358,5,3,1,1,2,1,3,0,4,3,2,0,0,5,4,0,2,1,2,0,2,4,2,3
INFP,NF,infp,7hC7l83saGfW6NMCG1CutC,50,0.55092,0.14081785,0.534242,0.249686272,-8.30648,3.91149208,0.74,0.443087498,0.049976,0.048409556,0.450214226,0.335726598,0.152096,0.087409984,0.42406,0.199344273,119.05904,28.79954752,0.019759909,0.072595482,4,7,0,6,6,0,1,2,1,5,1,2,1,0,2,3,1,1,0,0,0,4,1,2
INFP,NF,kpop para uma INFP,5uGpuhzflLbWopTrs7NDhC,50,0.70308,0.094243679,0.7981,0.109231312,-3.71144,1.415340518,0.5,0.505076272,0.100892,0.062118707,0.1225637,0.141131773,0.16901,0.132543384,0.65706,0.190425561,120.6284,24.63675792,0.00051176,0.003236897,2,3,6,2,4,0,2,1,3,0,2,5,1,5,3,2,2,0,2,0,0,2,1,2
INFP,NF,infp things,5x19rqMcCg9z38kAQLCt0P,12,0.578166667,0.112611023,0.525166667,0.155451737,-7.650583333,2.00342958,0.5,0.522232968,0.039708333,0.010422655,0.437366667,0.276359596,0.181225,0.099164401,0.415583333,0.178635463,123.28175,23.09123286,0.014127598,0.048772263,2,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
INFP,NF,INFP-ME,20JxBt8kcguUN34XAMFiVr,20,0.574,0.155274968,0.54135,0.184898343,-9.17,3.274919637,0.75,0.444261658,0.049845,0.030285301,0.3510495,0.296887889,0.18371,0.108568692,0.479,0.2227205,124.17725,30.2792545,0.147784177,0.285182801,1,2,1,0,1,0,0,3,2,0,0,1,0,3,1,1,0,0,0,0,0,1,3,0
INFP,NF,INFP-ME,20JxBt8kcguUN34XAMFiVr,20,0.574,0.155274968,0.54135,0.184898343,-9.17,3.274919637,0.75,0.444261658,0.049845,0.030285301,0.3510495,0.296887889,0.18371,0.108568692,0.479,0.2227205,124.17725,30.2792545,0.147784177,0.285182801,1,2,1,0,1,0,0,3,2,0,0,1,0,3,1,1,0,0,0,0,0,1,3,0
INFP,NF,infp girl,4S4vNRnrZkOzoWVnkKTiOT,50,0.52904,0.142762963,0.6012,0.232925669,-8.75636,3.36909771,0.76,0.431419111,0.055196,0.036253506,0.318264204,0.326795121,0.153032,0.100872602,0.45873,0.257279462,123.96848,38.11491679,0.189948178,0.310830089,2,5,0,4,7,1,1,2,2,2,0,7,0,1,2,3,0,2,1,2,1,2,2,1
INFP,NF,InFp gurl♡,5igUWAwMYBTaAGp6z9Ik3A,43,0.637418605,0.137070408,0.52727907,0.164891786,-7.478744186,2.314316644,0.790697674,0.411625091,0.061297674,0.038912561,0.421446512,0.291165056,0.178232558,0.124869709,0.416351163,0.190262807,112.9898605,23.2036298,0.005273117,0.026110922,0,3,3,2,3,2,0,3,0,6,0,4,0,3,1,1,0,1,1,0,2,2,4,2
INFP,NF,Infp,5CstCCz5GBJLf3oc7yCu4O,44,0.508045455,0.160232238,0.52475,0.215003853,-7.921,3.031234287,0.818181818,0.390153653,0.044311364,0.026087734,0.341678353,0.336898528,0.188825,0.133100621,0.375588636,0.222445319,121.9216818,32.56212771,0.091883654,0.196616746,2,6,1,2,6,1,1,2,1,5,0,4,1,5,0,3,2,0,0,0,0,2,0,0
INFP,NF,infp<3,5rSt9g6CF3HOZ6ZSWOfS7E,50,0.59486,0.156544707,0.566622,0.203563171,-7.44794,4.22721897,0.48,0.50467205,0.072618,0.078427639,0.3359967,0.320634223,0.147632,0.0743372,0.478986,0.221606679,120.62464,29.76641265,0.056981385,0.177237555,1,0,2,3,2,2,1,2,4,3,2,5,1,5,3,0,2,1,3,1,2,1,0,4
INFP,NF,I’m INFP,2gVn5l7PVl15vRKJ3cLIvs,18,0.611,0.160818495,0.721833333,0.159353196,-6.164777778,2.621510533,0.555555556,0.511309993,0.083244444,0.068428144,0.169702722,0.208103389,0.218844444,0.19049558,0.490944444,0.251834323,124.9124444,26.90608839,0.207299578,0.353814272,1,1,0,3,0,0,0,0,4,0,0,0,0,1,1,0,0,1,1,0,1,3,1,0
INFP,NF,INFP 🌿,37pPyCQe7nyuyS8rrm5oTL,50,0.53836,0.142281377,0.5203718,0.236811255,-8.78684,5.884821133,0.78,0.418451958,0.048796,0.029859241,0.3906157,0.339687688,0.144768,0.091271182,0.369572,0.185607285,116.94292,30.92811433,0.080715162,0.220801115,2,8,1,2,6,2,3,3,0,3,0,2,0,4,1,4,2,2,0,1,0,1,2,1
INFP,NF,infp,6sc7rO6mndMrxyApWsinaK,33,0.668424242,0.0955059,0.670393939,0.148604117,-6.225939394,1.913891682,0.545454545,0.505649897,0.102854545,0.097482547,0.172494545,0.190123761,0.166557576,0.134236433,0.52880303,0.198651703,117.7628788,27.30142056,0.0144884,0.053994953,0,1,2,2,2,0,1,0,1,4,2,2,0,3,0,1,2,2,2,1,3,1,0,1
INFP,NF,INFP-T,6BKF6ghypYqOwZN0cXgQ7x,21,0.496285714,0.125518581,0.594428571,0.163869329,-7.004428571,3.075630628,0.571428571,0.507092553,0.063257143,0.063406739,0.276429048,0.294271814,0.157328571,0.114102415,0.317514286,0.192044407,125.3608095,32.45108643,0.0089767,0.031650629,1,1,0,1,0,0,1,1,1,1,1,1,2,3,0,1,1,1,0,0,1,0,2,1
INFP,NF,°♡° INFP 6w5 °♡°,46VMUg8sWNkeJK5TzniEI5,50,0.53804,0.152915204,0.49957,0.235015923,-9.03334,4.359671218,0.82,0.388087934,0.059324,0.055170092,0.404754368,0.363269007,0.17014,0.124824487,0.375842,0.199239081,120.89322,31.96616485,0.099269196,0.252970268,0,7,1,5,2,2,3,0,0,3,1,5,1,4,1,5,1,0,0,0,1,7,1,0
INFP,NF,infp,0UV4fiTmCJcPcwffZjUUU4,50,0.5894,0.152322027,0.4485444,0.196060681,-10.0922,4.62510615,0.66,0.478518121,0.102824,0.112681573,0.477218,0.290832988,0.149092,0.104603219,0.374976,0.238393677,110.64668,31.72070197,0.040970254,0.145967462,1,4,6,5,4,0,0,1,1,4,2,5,1,4,1,2,2,0,0,1,0,3,1,2
INFP,NF,infp,69pAI5GM99ftTK56FuZ5nw,50,0.48074,0.141256145,0.58759,0.230625805,-7.82492,4.009465407,0.6,0.494871659,0.051554,0.042090108,0.313881436,0.304656202,0.147592,0.099281936,0.339852,0.211410758,122.93922,31.56034258,0.070628165,0.184904291,1,4,2,1,3,5,3,2,1,2,2,3,2,4,2,1,1,0,2,0,1,2,3,3
INFP,NF,infp-t,6mTlm8kXIgGNt6T2oIedoU,42,0.486119048,0.153916386,0.412695238,0.212915347,-10.27011905,3.995484025,0.857142857,0.354168802,0.035911905,0.012499916,0.436332846,0.35353357,0.138192857,0.074738936,0.327402381,0.235797938,114.5666905,34.06746892,0.111295432,0.224624048,0,4,1,3,8,2,0,0,1,6,0,1,1,2,0,4,1,2,1,1,0,2,2,0
INFP,NF,INFP,1J97XkTwCpZl8cvvPFeXaC,50,0.47542,0.142734818,0.71682,0.188450469,-7.23794,2.697280871,0.76,0.431419111,0.047654,0.033877457,0.161445286,0.259557663,0.206496,0.122806546,0.491818,0.232946624,132.3988,37.87193998,0.236344596,0.332837475,2,3,2,2,5,3,2,2,0,2,0,3,0,3,3,8,0,2,0,1,1,3,2,1
INFP,NF,infp-,5kXXxzqjkZ0X8ZxGtFjP2V,50,0.56072,0.151418064,0.613554,0.234648515,-7.9613,4.416184059,0.66,0.478518121,0.076614,0.067490268,0.322647554,0.349671778,0.18523,0.131626919,0.464084,0.207190088,126.4327,35.55562017,0.081102777,0.227539091,0,3,0,3,3,3,4,2,2,3,3,1,1,1,3,5,1,1,0,0,2,3,5,1
INFP,NF,INFP🌱🌧️,0yZABY1iRKmpU96mWGcq0P,50,0.58154,0.128235945,0.552102,0.229465763,-7.56292,3.554911089,0.6,0.494871659,0.070428,0.06131344,0.4317664,0.31927315,0.140906,0.068367708,0.389548,0.192059097,125.56562,29.94031521,0.019066051,0.080888894,2,5,1,4,3,0,1,1,2,2,2,3,2,2,4,5,2,1,2,0,1,3,1,1
INFP,NF,Infp me ♡☆,1NvUnhloQYUhuHR2pUriqb,15,0.678133333,0.077954993,0.6572,0.140953995,-4.7834,1.297864279,0.333333333,0.487950036,0.056313333,0.023823634,0.264526667,0.236670936,0.096666667,0.026697048,0.502866667,0.240241505,123.5756,33.15388216,0.000441283,0.001703764,0,0,1,1,1,0,0,0,1,0,2,0,0,0,1,1,1,0,1,2,0,0,2,1
INFP,NF,Infp (♡︎) ♡︎,6yQX8ZOIMTSjgq3fvw4GGj,50,0.6573,0.132682412,0.68726,0.131006903,-5.4383,1.646453942,0.32,0.471212071,0.0886,0.078519474,0.15586742,0.204406087,0.164742,0.094059209,0.49314,0.20713005,120.58304,29.25385937,0.002604016,0.016272246,2,1,5,1,6,0,3,0,3,0,5,2,0,3,0,1,6,1,3,1,2,0,1,4
INFP,NF,infp 5w4 bullshit,5mz1Qu6Vkh9HFVbVvEMSly,50,0.49314,0.135048594,0.51264,0.18550018,-8.35074,3.270001022,0.86,0.350509833,0.044852,0.021493941,0.4193722,0.33296035,0.180058,0.150321684,0.307384,0.175737777,113.88066,29.79637512,0.0710595,0.172340326,1,6,2,3,7,0,0,6,1,3,1,4,0,2,0,3,1,2,0,1,0,5,2,0
INFP,NF,Infp,0CBQtxrHfPzHLCenkRsNzi,18,0.541611111,0.160351503,0.654555556,0.159665541,-6.9855,2.794491078,0.555555556,0.511309993,0.047261111,0.027485935,0.222450889,0.264644815,0.178288889,0.12263678,0.521166667,0.225328845,136.2113889,23.78222594,0.048140308,0.095179085,0,0,1,0,1,1,1,0,0,1,1,0,2,1,1,1,0,2,0,0,0,2,1,2
INFP,NF,an infp,74h5gX8qNPvxcBv34Y4hgf,50,0.56922,0.139799607,0.57876,0.170196952,-6.87518,2.473451828,0.82,0.388087934,0.06896,0.074126012,0.2828064,0.270546642,0.140924,0.077468217,0.393694,0.229208988,113.72924,31.32525965,0.078733379,0.231059522,0,3,2,2,2,4,0,6,0,4,2,6,0,3,0,6,3,1,0,0,2,1,3,0
INFP,NF,inside an infp's mind,0dsYWvKRc4K16x59bSFoyH,50,0.64186,0.108934545,0.519308,0.195644535,-7.67112,3.584344227,0.64,0.484873221,0.069604,0.061643312,0.4361672,0.308106558,0.168102,0.092966818,0.4921,0.187945091,107.93654,31.26090369,0.028995223,0.107836709,2,3,1,2,3,0,1,3,2,4,2,4,1,2,0,4,1,1,1,0,5,2,4,2
INFP,NF,infp,13ZgDCCkE7EiblM5fJdyjW,50,0.47834,0.138162668,0.8085337,0.177109747,-5.67288,2.044839893,0.6,0.494871659,0.083326,0.071967342,0.031505222,0.071994263,0.22516,0.168699432,0.429418,0.237620934,113.69974,29.0304594,0.060185,0.152109821,2,2,2,8,3,0,2,4,3,2,3,5,0,3,1,1,2,2,0,1,2,0,0,2
INFP,NF,I'm not infp /crys,0UT8IxQvNTnUsBXeBCIfuf,50,0.56734,0.154523046,0.7218,0.196364717,-6.34296,3.299094854,0.4,0.494871659,0.078054,0.079522009,0.143869562,0.238981532,0.19609,0.150749498,0.5142,0.24161101,129.40496,29.2062119,0.09001323,0.217575898,1,2,1,1,2,0,7,1,5,2,1,5,2,3,3,1,1,1,3,0,1,0,2,5
INFP,NF,Infp vibes,79PPzVxWMfCU24oKPzEEk7,47,0.563553191,0.105758915,0.579723404,0.158674496,-7.065,2.492984147,0.680851064,0.471186429,0.043476596,0.02708295,0.324897681,0.272825963,0.16726383,0.111008972,0.443391489,0.215290741,119.6232766,25.02151685,0.010537856,0.035005135,3,5,1,5,0,0,1,2,4,3,0,4,2,2,1,3,0,4,1,0,0,4,0,2
INFP,NF,*＊✿❀infp❀✿＊*,224yydpx4358V9HCGEgWuQ,31,0.594677419,0.144401613,0.619419355,0.178552098,-8.058516129,3.027874589,0.709677419,0.461414375,0.053312903,0.033576845,0.239632752,0.269287918,0.184264516,0.127047953,0.447554839,0.253205479,118.5511935,24.17007318,0.056900689,0.20313805,2,2,1,2,4,0,1,1,0,1,0,5,0,4,1,1,0,0,0,0,3,1,1,1
INFP,NF,infp☕️,2HIdDNrr36gK9D8BuxhBIZ,18,0.474611111,0.103601124,0.5135,0.243173927,-9.560611111,3.965425059,0.5,0.514495755,0.039927778,0.019002192,0.433916111,0.392638149,0.153444444,0.089054156,0.349111111,0.223970933,122.3608889,32.22064099,0.303598611,0.356148994,1,0,1,0,4,0,1,0,1,0,2,1,1,1,2,1,0,1,0,0,0,1,0,0
INFP,NF,Infp,1ABUgVSau61a0cZ4YuLLU3,30,0.487433333,0.129597436,0.58767,0.184963607,-7.7621,3.742154334,0.466666667,0.507416263,0.05656,0.054291205,0.190415667,0.266456798,0.212243333,0.195234749,0.342436667,0.202719875,115.1581,28.8989889,0.090711578,0.231428694,1,2,1,1,1,0,2,2,3,1,1,2,0,1,2,1,1,0,0,1,1,1,2,3
INFP,NF,típica infp,3rb9x3VIktAskMD1IHN3qV,42,0.535952381,0.129276024,0.539540476,0.213442391,-8.626571429,3.648577392,0.666666667,0.477118724,0.065552381,0.052683154,0.337218571,0.324174697,0.138442857,0.086188784,0.360592857,0.19349613,122.3995,32.7799847,0.019531997,0.078961675,1,6,0,2,2,1,3,5,0,2,3,1,1,2,2,4,1,1,0,0,1,2,0,2
INFP,NF,INFP,2kskdfdHpHZtX7Pyfjofdk,50,0.45588,0.11019327,0.44146,0.170026434,-7.58586,2.034517643,0.88,0.328260723,0.04408,0.021618973,0.525284,0.277460693,0.134844,0.072555654,0.259656,0.1274271,120.79868,28.97455283,0.033711834,0.16085223,0,6,2,6,6,5,2,4,1,5,1,1,0,1,0,2,0,3,0,0,0,0,5,0
INFP,NF,INFP,2kskdfdHpHZtX7Pyfjofdk,50,0.45588,0.11019327,0.44146,0.170026434,-7.58586,2.034517643,0.88,0.328260723,0.04408,0.021618973,0.525284,0.277460693,0.134844,0.072555654,0.259656,0.1274271,120.79868,28.97455283,0.033711834,0.16085223,0,6,2,6,6,5,2,4,1,5,1,1,0,1,0,2,0,3,0,0,0,0,5,0
INFP,NF,INFP CORE,5Z8vXU51Q9x5gTdC1Jjpnk,9,0.442333333,0.120174873,0.369555556,0.11061093,-10.36022222,1.991330006,0.888888889,0.333333333,0.033333333,0.00705514,0.605,0.324413317,0.184222222,0.082888144,0.204044444,0.086845943,109.628,32.13608486,0.461727011,0.398586696,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
INFP,NF,INFP TILIN REMIX,4stoPl606uIxfaW6uf8Q8o,50,0.58916,0.098576886,0.78274,0.128301114,-5.6601,2.054762663,0.44,0.501426536,0.050942,0.029091363,0.12663398,0.181703122,0.142378,0.086271993,0.597702,0.211939102,124.5349,31.58564599,0.030068867,0.103436489,0,4,5,1,2,1,7,0,1,0,3,2,0,2,4,5,0,3,1,1,1,1,1,5
INFP,NF,infp,79wXEfeWWcDDqmwiCnvkUi,13,0.557,0.180247053,0.407923077,0.150971002,-9.397769231,3.496989542,0.692307692,0.480384461,0.058215385,0.030029287,0.612923077,0.221215378,0.1304,0.057423268,0.331669231,0.172420046,110.9826154,32.31164047,0.042179396,0.098082303,1,1,0,3,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,1
INFP,NF,E/INFP👾♈️😈,53fO05n7RjjsMtPXpoYgxv,50,0.5993,0.138791909,0.60728,0.168278321,-7.07086,2.953709083,0.42,0.498569382,0.058334,0.046145062,0.15530049,0.211543949,0.173734,0.118761719,0.340208,0.181562286,111.98394,28.0463474,0.117864798,0.250184437,1,4,0,3,1,0,7,1,5,0,3,0,1,6,4,0,1,1,3,0,3,3,2,1
INFP,NF,INFP VIBES,430ooxZmoKvjhgr1L8DM9x,34,0.555058824,0.126314888,0.601911765,0.188108184,-8.763,3.317415643,0.764705882,0.430561545,0.062055882,0.05722938,0.217905735,0.293382305,0.164008824,0.125192928,0.401179412,0.254415823,127.5255294,34.16632575,0.071451912,0.21517697,0,3,0,4,4,0,0,2,1,0,0,3,1,2,4,4,2,2,0,0,0,1,1,0
INFP,NF,Soli’s HSP /INFP Music 🎵 ,4UaqQxCix2vdsqCuqITk2z,50,0.5255,0.150062742,0.465258,0.216959193,-10.10496,3.842189262,0.74,0.443087498,0.047292,0.035154364,0.5092788,0.327950164,0.149338,0.131141214,0.325138,0.206504929,117.50156,27.01823293,0.140847182,0.262076292,3,5,1,4,3,1,2,2,1,1,1,4,0,2,1,5,1,2,0,1,1,7,1,1
INFP,NF,infp,3sWtndxTKpgUeXCViV11Uw,50,0.6071,0.164390805,0.580042,0.172394619,-7.82966,2.546982942,0.42,0.498569382,0.149706,0.12172392,0.2635972,0.272852254,0.221084,0.181513082,0.472796,0.222087263,107.91766,30.39465119,0.02716714,0.094826427,1,3,4,1,5,1,3,0,2,1,2,4,2,0,3,3,4,0,3,1,0,1,2,4
INFP,NF,Infp,0reIgtB1gzRPxGPGcPh0nl,47,0.52193617,0.11727808,0.559765957,0.254756594,-8.252680851,3.850489845,0.531914894,0.504374939,0.048944681,0.0444976,0.398099962,0.351057944,0.157721277,0.131226104,0.383017021,0.214924944,116.9104255,26.99816032,0.137288779,0.293029979,0,4,2,1,2,1,4,1,2,4,2,4,1,2,4,2,0,2,3,0,1,2,0,3
INFP,NF,INFP vibes ,57gBHidh8xKP1Klm8jQLxs,50,0.50672,0.151478299,0.614706,0.213591732,-7.74106,3.835505062,0.48,0.50467205,0.05272,0.038521666,0.219428924,0.284292243,0.153244,0.118028644,0.378114,0.21680018,118.62284,25.40705523,0.139234266,0.297271942,3,2,1,1,2,1,4,1,0,1,2,3,2,4,6,2,1,4,0,1,2,1,2,4
INFP,NF,Infp,2i5Lsyjq2MxwbH5pl8A9YB,50,0.55412,0.1767404,0.5745,0.185663757,-7.70254,3.240300926,0.58,0.498569382,0.061474,0.061228124,0.27790446,0.274387703,0.132744,0.078887295,0.418804,0.222731667,128.58714,33.69150001,0.0634729,0.163624907,1,6,1,2,3,0,5,2,2,2,2,3,0,3,2,1,0,3,3,1,2,2,2,2
INFP,NF,INFP H,54QRok5P7zSjPl5YUlK8Y3,50,0.54348,0.132774973,0.4252,0.199761286,-9.75906,2.851102346,0.94,0.239897937,0.032532,0.006642179,0.557248,0.313080762,0.121782,0.049164205,0.338402,0.171388546,119.4507,30.46216768,0.015058985,0.039311478,1,4,0,3,5,6,0,7,0,1,0,3,0,3,0,6,0,3,0,0,0,2,4,2
INFP,NF,INFP,0TrKzm9lgKDYFL9yYy7AuF,50,0.59958,0.14782299,0.653,0.172434193,-6.12152,2.441918326,0.56,0.501426536,0.100204,0.107159839,0.25230854,0.231016964,0.183424,0.114694208,0.49536,0.224327272,124.08224,28.23444714,0.029150939,0.096773561,1,5,1,5,2,1,4,2,3,5,1,3,2,1,2,2,2,0,4,1,1,1,1,0
INFP,NF,~INFP~,2q4n0abd832o0PdV5dF8kz,50,0.61618,0.160676591,0.645822,0.202433029,-5.9817,3.607522358,0.58,0.498569382,0.07364,0.055813838,0.28740726,0.317261361,0.19944,0.144410173,0.48736,0.220518291,121.49756,25.93188594,0.02826678,0.118120848,1,3,2,4,5,1,6,0,2,5,2,3,0,1,1,4,1,1,2,1,1,1,1,2
INFP,NF,Infp,2rbHBLR0zKeZzbDh23Issz,50,0.63006,0.144495662,0.59128,0.186879536,-6.81492,3.114222397,0.66,0.478518121,0.099932,0.160523369,0.28384172,0.280460195,0.18718,0.134238618,0.487108,0.228143372,118.3636,32.09369924,0.008736737,0.042972354,3,5,1,1,4,3,2,2,1,2,0,2,3,4,4,1,0,3,1,1,0,2,4,1
INFP,NF,infp favs,5Z523rQvs2HaeRfz7SlHgs,50,0.58694,0.152404324,0.648938,0.194380482,-7.74564,3.424248166,0.54,0.503457434,0.117578,0.11653051,0.285114666,0.267672548,0.155038,0.093327206,0.53446,0.22531087,118.53898,36.05439051,0.03923379,0.128811977,1,1,0,1,6,0,3,2,0,6,6,1,1,1,6,5,1,3,0,0,2,0,1,3
INFP,NF,infp,4hAgYKtKJW052B9gLmr6L0,50,0.596541667,0.13089056,0.6365625,0.176290972,-7.7761875,2.53622689,0.458333333,0.503533613,0.059677083,0.049399954,0.228390725,0.273309823,0.18781875,0.144371646,0.375908333,0.223976845,120.3904583,29.93566918,0.251295801,0.327826236,0,4,3,4,2,0,2,1,6,2,3,1,0,3,7,3,2,0,1,0,1,1,1,1
INFP,NF,efkarlı infp,0BsN888BabvUr76mqaJmIm,48,0.524229167,0.139707482,0.534397917,0.202380241,-8.634229167,2.767747961,0.270833333,0.44909286,0.04934375,0.043461633,0.402430354,0.315851384,0.160360417,0.109288785,0.3772125,0.240921078,123.5986667,27.80439414,0.060346835,0.191015776,1,2,4,2,3,1,7,1,1,0,5,0,1,0,4,2,0,1,6,1,2,0,1,3
INFP,NF,Infp,6rThCpiQkJFe8xjWWmExdi,50,0.48574,0.148341004,0.57284,0.232285131,-8.17144,3.988346873,0.62,0.490314351,0.049248,0.027360744,0.36755892,0.358382287,0.144728,0.09393017,0.34159,0.19651202,129.58466,28.96580303,0.095141647,0.222963957,2,5,0,2,4,1,9,2,2,4,1,4,1,2,0,2,1,1,1,0,1,3,1,1
INFP,NF,INFP의 뒤척이는 밤,6vhFIlnxaAIZktqKQBerev,16,0.6529375,0.083157256,0.601375,0.18395031,-6.480375,2.767417204,0.5,0.516397779,0.0972375,0.090962042,0.48012125,0.305117606,0.14011875,0.050507283,0.49525,0.25808642,115.3576875,32.5057287,0.120776541,0.267266158,2,0,1,0,1,1,0,1,1,0,0,1,0,1,1,2,2,0,0,0,1,0,1,0
INFP,NF,INFP의 뒤척이는 밤,6vhFIlnxaAIZktqKQBerev,16,0.6529375,0.083157256,0.601375,0.18395031,-6.480375,2.767417204,0.5,0.516397779,0.0972375,0.090962042,0.48012125,0.305117606,0.14011875,0.050507283,0.49525,0.25808642,115.3576875,32.5057287,0.120776541,0.267266158,2,0,1,0,1,1,0,1,1,0,0,1,0,1,1,2,2,0,0,0,1,0,1,0
