mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_Ebminor_count,Gminor_count,G#/Abminor_count,A#/BbMajor_count
ENFP,NF,enfp 😍,5J3tDgBRt4BkebL1N9ykZU,50,0.58632,0.145763639,0.61646,0.193119209,-7.43508,3.021200152,0.6,0.494871659,0.07302,0.08000127,0.25526,0.274641212,0.18211,0.12197074,0.495926,0.206788121,117.58624,27.94411792,0.06404888,0.180580397,3,4,3,2,1,5,2,2,2,2,6,5,1,3,1,2,2,1,1,2,0,0,0,0
ENFP,NF,enfp vibes!!!,25b2GhcsggUdKaSiUH3jiC,50,0.5819,0.153130097,0.72062,0.15066003,-6.24298,2.361534415,0.72,0.453557368,0.056998,0.054509514,0.189903592,0.214067117,0.19865,0.136148906,0.562512,0.194353531,129.12242,29.69198785,0.056722562,0.172054264,1,5,1,7,0,1,1,2,3,0,2,3,1,1,3,1,9,2,0,1,1,2,1,2
ENFP,NF,This Is Enphamus,37i9dQZF1DZ06evO17ef7O,28,0.82025,0.088587527,0.509357143,0.119804227,-9.723321429,2.285100987,0.75,0.440958552,0.418614286,0.14099431,0.127904321,0.164224001,0.136814286,0.101837378,0.456642857,0.198318153,135.7489286,28.44425886,2.41E-05,7.83E-05,0,1,0,9,0,3,0,0,1,1,0,3,1,1,3,0,1,2,0,1,0,0,1,0
ENFP,NF,ENFP songs,7rcEnzK6DANSoBhf7GMwSi,50,0.64458,0.132423423,0.67822,0.157999133,-6.03776,2.111319401,0.44,0.501426536,0.069694,0.046941185,0.16768651,0.199366068,0.19277,0.146866376,0.551194,0.216080777,120.46232,30.39929969,0.003086732,0.013910307,1,5,0,3,1,3,0,3,3,2,0,7,0,3,2,0,1,4,6,1,1,2,1,1
ENFP,NF,This Is Enfabeats,37i9dQZF1DZ06evO3uf5g4,50,0.73066,0.129053163,0.73486,0.162104654,-5.02178,2.163623249,0.52,0.50467205,0.146378,0.190405343,0.08391315,0.209471237,0.175508,0.163476378,0.75182,0.18163573,114.71498,38.15305325,0.670099,0.321084433,2,1,0,6,1,4,1,1,1,2,0,1,0,6,0,6,3,2,5,3,1,1,2,1
ENFP,NF,ENFP // the campaigner,2x8KG8G46YaQFBflfLWtnD,50,0.66476,0.149663099,0.70868,0.169564682,-6.23618,2.130732658,0.72,0.453557368,0.084624,0.0878133,0.20775832,0.220582919,0.204228,0.161770629,0.68388,0.210283738,128.82076,25.99470945,0.050303011,0.163066853,2,6,1,5,2,1,3,1,1,0,0,0,3,6,3,2,7,1,4,0,0,1,0,1
ENFP,NF,Pov: You're an ENFP ,758jPdwPa3EdtXgrpx5URY,50,0.60476,0.129328653,0.70934,0.168621858,-5.63036,2.709489686,0.64,0.484873221,0.071888,0.072106267,0.217800678,0.247875356,0.180432,0.16013098,0.55316,0.201493947,124.30666,29.57108622,0.012696826,0.079974132,1,6,1,3,0,2,1,2,1,1,5,3,2,2,4,1,3,1,4,0,2,1,1,3
ENFP,NF,for the enfp,7sQvAGeF4ZRWjO9CzVkno4,50,0.56768,0.125320884,0.63026,0.186667205,-7.53554,2.604831243,0.8,0.404061018,0.046244,0.016706594,0.305609,0.298412795,0.1749,0.135441109,0.49924,0.220336622,123.03854,24.38508902,0.122015114,0.255550166,1,4,2,2,1,8,1,3,4,0,3,0,0,5,0,2,3,0,1,6,0,0,0,4
ENFP,NF,Enfp and Entp songs because their chaotic.,7GBXbU8o60Lu6OYlhOq7K4,50,0.5741,0.156652514,0.65088,0.207251069,-8.00416,3.316678873,0.62,0.490314351,0.085052,0.095525392,0.217279608,0.268274564,0.197424,0.167560167,0.54564,0.208809918,126.9598,30.93499777,0.07509258,0.19740973,0,6,3,4,1,1,1,3,1,3,2,2,1,5,2,3,3,1,2,2,0,0,1,3
ENFP,NF,ENFP x INTJ Playlist,3w7ZOeuhRkHqZiz2nQD8T2,22,0.527045455,0.150334065,0.6575,0.183229949,-6.376454545,3.06133153,0.681818182,0.476731295,0.041786364,0.019371316,0.222686291,0.295260996,0.180281818,0.113772252,0.448863636,0.223928836,131.5937727,30.51314579,0.093514864,0.241727274,1,2,1,1,0,0,1,2,2,0,1,1,0,1,1,1,4,0,1,1,0,0,0,1
ENFP,NF,enfp vibes,3xtpyEG4IAR6oZd3nA2YIM,50,0.5659,0.148903372,0.69264,0.190020918,-7.68944,3.077227172,0.62,0.490314351,0.090388,0.092689752,0.217472708,0.229978969,0.169092,0.099934278,0.544436,0.228179849,125.12014,32.92243445,0.311322425,0.387512753,1,1,2,2,0,3,1,1,1,1,2,1,2,8,4,5,5,2,2,2,0,2,2,0
ENFP,NF,enfp villain,0WgZ5aP0YN64da5q6fStJI,50,0.5993,0.136545462,0.76068,0.151025399,-5.59052,2.646121877,0.66,0.478518121,0.090344,0.088095901,0.118015154,0.172664006,0.195116,0.1770964,0.597644,0.215125787,128.8264,29.64617787,0.064607327,0.184188514,1,2,3,5,0,2,1,1,3,3,2,0,2,5,4,2,3,2,3,1,0,2,0,3
ENFP,NF,ENFPolicleto,3CSMhsOGExokOru8aAa7dy,50,0.55912,0.133492741,0.590106,0.23681345,-8.0308,4.135211388,0.56,0.501426536,0.040468,0.018027003,0.273579058,0.312503397,0.147396,0.102979865,0.442588,0.22587997,115.54936,25.72621205,0.0672077,0.173795651,0,4,2,2,0,2,1,1,2,0,3,3,0,5,2,6,2,1,5,3,0,3,1,2
ENFP,NF,ENFP's Playlist,3MPuy9cikzpUBWIkAAeS9T,50,0.58844,0.132667939,0.55074,0.234856518,-8.99932,3.955857251,0.76,0.431419111,0.049978,0.031292721,0.27393132,0.308522988,0.190924,0.142219894,0.432394,0.205250575,126.43768,27.69215638,0.030930967,0.084806548,1,5,0,5,1,3,2,5,2,0,4,3,3,7,2,0,1,0,1,1,0,0,1,3
ENFP,NF,ENFP vibes 🌈✨,2EPUeFjR4afjgGsCdfaqM7,50,0.6127,0.138613874,0.63484,0.203425999,-6.90626,3.424025008,0.78,0.418451958,0.056788,0.048380257,0.239833982,0.307251907,0.159714,0.109890602,0.51146,0.186464004,121.61588,25.73690494,0.026059192,0.110494008,0,5,2,3,1,5,2,1,3,0,4,2,3,5,5,0,3,0,1,1,1,2,1,0
ENFP,NF,✨ENFP Vibes✨,145EaQXaEXXWFsJQZKUl8c,50,0.6019,0.115636173,0.71866,0.172539804,-6.14124,2.895281189,0.48,0.50467205,0.055052,0.048375501,0.121460472,0.204796901,0.16239,0.102581868,0.45187,0.223515119,121.36058,20.97663217,0.018890909,0.101721788,1,1,3,6,1,7,1,3,0,3,1,4,3,3,0,1,0,3,4,1,1,0,2,1
ENFP,NF,enfp 💿♓️,5IYxczg9DfWawWszRuE9og,50,0.61526,0.136852492,0.69242,0.181239619,-7.33084,2.852239667,0.56,0.501426536,0.055418,0.045682595,0.160303468,0.226708996,0.189738,0.161537161,0.39914,0.234574322,121.3308,23.44749875,0.295894007,0.341962727,0,6,1,3,0,6,0,2,1,2,2,5,1,4,2,4,1,1,3,1,0,2,2,1
ENFP,NF,my ENFP personality ;),4aYD6ncZorcuQxVrVk66v0,50,0.62584,0.155428356,0.67104,0.146656333,-6.70466,2.082782064,0.76,0.431419111,0.058312,0.047990091,0.24387411,0.243618245,0.180176,0.166360793,0.559798,0.228726865,120.71924,24.20713903,0.073173793,0.220358806,1,5,3,5,1,3,1,0,2,1,1,0,8,3,3,3,6,1,1,1,1,0,0,0
ENFP,NF,enfp ☆ kpop ,6koBhftyVc41PwsvstpYpn,50,0.70048,0.108846501,0.85468,0.066714573,-3.47578,1.185031323,0.56,0.501426536,0.105046,0.06753123,0.12145134,0.124166714,0.254678,0.183062569,0.69884,0.151806988,123.12536,26.28549757,8.76E-05,0.000555529,0,4,2,6,0,1,1,3,1,3,1,1,3,5,3,2,2,3,2,1,2,2,2,0
ENFP,NF,Bpd Enfp 2w3 💗,4KW9rurVo5HuS6jTj5xY2C,50,0.53724,0.12614319,0.61526,0.211434827,-8.1634,3.588775256,0.54,0.503457434,0.053448,0.059596333,0.270877949,0.304489457,0.173264,0.113950424,0.391032,0.225476516,127.5663,29.49274441,0.221446235,0.323632484,4,2,1,2,1,0,2,3,2,3,1,2,3,5,2,0,2,3,1,2,0,2,3,4
ENFP,NF,ENFP (PDB),4poHaK2XQtrQzJsCHupury,50,0.61694,0.125018596,0.6779,0.199331152,-6.09436,3.050194452,0.6,0.494871659,0.071486,0.054988214,0.22294008,0.263956561,0.2043,0.193621232,0.510298,0.220290335,122.78318,29.92430547,0.001223269,0.006703481,1,7,1,2,0,1,1,1,2,1,5,2,0,4,4,1,3,3,4,1,1,4,1,0
ENFP,NF,Enfp! 🦋,6QnNx3a34TJ2aYe7BUiWRp,50,0.65636,0.119135964,0.70298,0.163346069,-4.93804,2.591096088,0.48,0.50467205,0.089822,0.0749477,0.2205812,0.229050971,0.170716,0.14351074,0.527206,0.202965064,122.6856,29.924598,0.000274878,0.001237969,1,5,4,2,1,4,0,2,0,0,2,2,0,6,2,1,2,3,5,1,1,4,2,0
ENFP,NF,enfp // the individualist ,5GQ1YxFYw0pxC9LmAVcCXZ,35,0.511742857,0.174259331,0.5722,0.235058214,-8.563514286,4.760879215,0.828571429,0.38238526,0.051931429,0.031196067,0.295160714,0.335567301,0.168791429,0.112160466,0.398808571,0.201749656,132.9408571,30.98669941,0.057639504,0.136179024,1,1,0,0,0,3,0,1,3,0,2,0,3,6,2,3,4,0,0,1,0,0,1,4
ENFP,NF,ENFP kpop songs <3,3DeRbbD6HFUMLQB7hcZAQE,50,0.68024,0.113089374,0.85312,0.07762538,-3.20094,1.102823175,0.64,0.484873221,0.100926,0.071908286,0.06604106,0.081711753,0.196248,0.1476692,0.64188,0.158950851,131.04244,23.53758757,0.000805653,0.005526942,0,5,2,3,0,1,1,0,1,3,5,1,1,2,6,2,5,1,4,1,2,3,0,1
ENFP,NF,enfp 7w8,78CP37XhtfFBdduZbuD9iD,50,0.56844,0.132642863,0.64944,0.197678894,-7.30652,3.267843546,0.8,0.404061018,0.053674,0.031230197,0.224912368,0.286111678,0.176986,0.132746479,0.44339,0.226120426,129.97894,26.48128832,0.077239625,0.194223718,1,6,0,4,0,5,2,1,4,0,3,1,3,3,2,3,6,2,1,0,0,0,1,2
ENFP,NF,ENFP playlist,6GC8iEHsqoFTt0LJ5JqnIZ,50,0.65882,0.155492987,0.72674,0.151048284,-6.21708,2.708161752,0.66,0.478518121,0.094524,0.089463126,0.17098006,0.209500075,0.181406,0.126335198,0.56515,0.208875763,125.23552,28.09119315,0.116360983,0.254439042,1,0,1,6,0,5,4,2,1,1,2,1,4,6,1,2,2,0,5,2,2,0,2,0
ENFP,NF,cancer enfp,1GwDlFXjJ5Erj0hpAniXiC,50,0.6452,0.139168669,0.79636,0.166307161,-4.84818,3.130210208,0.56,0.501426536,0.083676,0.05596494,0.178290728,0.218244839,0.170114,0.133380507,0.580796,0.213635978,118.2328,27.34590881,0.070022966,0.199222583,2,4,4,5,2,2,0,2,1,2,0,1,2,7,2,1,2,2,4,1,1,0,1,2
ENFP,NF,❝ENFP❞,4DuErA4JEsS7xMwqYmGqYQ,50,0.56918,0.140582852,0.67672,0.165659602,-6.32602,2.81972081,0.62,0.490314351,0.082792,0.097891278,0.2007784,0.227207463,0.1851,0.123100788,0.485356,0.221380625,125.87036,30.79947076,0.048480074,0.17280926,1,2,2,3,2,1,2,3,4,2,5,2,2,4,2,3,2,2,0,1,0,1,1,3
ENFP,NF,Enfp,346LHyeCihkjjmG4oHkcR1,50,0.61294,0.099166817,0.64864,0.181828553,-5.53068,1.895827582,0.86,0.350509833,0.042702,0.020406986,0.2058726,0.263934898,0.154486,0.108693133,0.48506,0.218920581,124.55464,24.92968251,5.10E-05,0.000291151,0,9,0,2,1,6,2,0,2,1,6,2,0,4,6,1,4,1,0,1,0,0,1,1
ENFP,NF,Lofi for ENFPs 🍇,5aF8bXcftr8R19cuSBWcdv,43,0.649511628,0.102869166,0.263484651,0.141790525,-14.79995349,5.953480203,0.581395349,0.499168744,0.070230233,0.065405397,0.743202326,0.236383976,0.155316279,0.137323216,0.273595349,0.170127318,104.3962093,32.66623646,0.814744186,0.189209394,1,3,1,1,2,2,0,2,0,1,3,1,2,5,3,1,3,1,4,2,1,1,2,1
ENFP,NF,enfp <3,4TAA9lKqF4YfgdBOcPmnT0,50,0.62264,0.13903483,0.64407,0.237090399,-6.75428,3.919871125,0.74,0.443087498,0.063764,0.052184065,0.34386456,0.354030992,0.166954,0.119365796,0.564032,0.198393965,125.71546,25.08367081,0.00704691,0.043184671,1,3,2,2,1,9,2,1,3,2,1,1,3,2,2,1,5,0,2,1,0,2,0,4
ENFP,NF,Infp/enfp lofi,64LOJlAB1R2iL69HvtEz6l,50,0.66038,0.11782673,0.3519024,0.18202656,-12.3468,4.397410249,0.66,0.478518121,0.10512,0.10620442,0.591266,0.289847513,0.13581,0.078470429,0.32599,0.196752809,110.5888,33.55675086,0.760770234,0.264129526,1,4,2,4,1,2,1,0,2,2,4,2,5,3,5,3,0,0,5,2,0,0,1,1
ENFP,NF,ENFP,6g7EgwJImjqbiAv5n8oqOx,50,0.69848,0.118420599,0.61242,0.163727261,-7.05518,2.455186677,0.56,0.501426536,0.082236,0.075688618,0.2606848,0.228530365,0.201948,0.165865211,0.58952,0.191633604,117.6082,26.55494538,0.007122272,0.027151493,2,5,2,2,3,3,0,4,3,2,2,5,0,7,2,2,0,0,1,4,0,1,0,0
ENFP,NF,TheLazyOne/ENFP,26wWPYRzmP9pWhDoJvCODN,50,0.6543,0.144253214,0.588504,0.259322038,-8.99044,5.138635375,0.64,0.484873221,0.109838,0.096700326,0.36355804,0.326901567,0.236368,0.173955857,0.499718,0.218795694,122.70024,28.35415332,0.25863346,0.363058033,1,2,2,5,0,4,0,3,1,3,2,3,2,6,3,1,4,0,2,1,0,2,1,2
ENFP,NF,ENFP,6HU3047hupCSKq23aTolzS,50,0.60976,0.136006837,0.70686,0.152908137,-6.3408,1.710776587,0.7,0.46291005,0.054846,0.049458464,0.21137636,0.274983809,0.161658,0.130205778,0.553068,0.241689315,124.56156,27.47672768,0.030258153,0.141363059,2,6,1,2,2,4,2,0,1,1,3,3,2,5,3,0,5,3,2,2,0,0,1,0
ENFP,NF,ENFP ABBA,0Z0UzRaCKg33gCl7p7DQA3,50,0.60538,0.14520329,0.67186,0.164831022,-8.20362,2.804668411,0.74,0.443087498,0.046678,0.031850584,0.33086972,0.238544211,0.186846,0.165711308,0.667718,0.236325287,123.06326,26.58887059,0.026544178,0.115019042,0,4,2,0,3,3,1,1,3,1,5,1,3,4,0,2,7,0,1,4,0,2,0,3
ENFP,NF,ENFP,0qTTQrlJKbjQBKJWReEWob,50,0.65202,0.114446581,0.73962,0.10769797,-5.17608,1.266926038,0.54,0.503457434,0.079302,0.058840839,0.05833896,0.077292982,0.185702,0.134560595,0.55698,0.21300067,119.61298,27.4680891,0.000158625,0.000467626,1,0,5,2,0,1,1,1,1,1,2,2,2,4,3,1,7,2,3,3,1,6,0,1
ENFP,NF,ENFP,0rzOlsPKIyG1QOX8BcoCkJ,50,0.61576,0.111763153,0.69328,0.177508383,-6.13984,2.623497038,0.76,0.431419111,0.05948,0.042962803,0.238572026,0.246761202,0.192098,0.175344244,0.557354,0.215049564,122.61478,26.24170408,0.013863123,0.073180545,1,8,1,5,1,3,1,2,1,2,5,3,4,2,3,0,4,0,1,2,0,1,0,0
ENFP,NF,enfp2w3,6ZdAJinviGi0yPkz5X5o22,50,0.53656,0.126508072,0.66262,0.143794906,-6.51366,2.276725913,0.32,0.471212071,0.06351,0.064524544,0.13686083,0.20938924,0.183236,0.120874174,0.343748,0.17903416,117.23136,28.54132541,0.088660147,0.186138989,2,4,1,2,3,2,0,3,0,3,2,3,1,1,0,5,0,0,4,1,0,5,5,3
ENFP,NF,ENFP,1b58DOK7JldrtJz66OqJUL,50,0.60452,0.132470904,0.71932,0.164870319,-4.51218,2.347868783,0.7,0.46291005,0.084702,0.072698032,0.1638703,0.210155464,0.189416,0.135814625,0.59768,0.158860283,126.91186,34.09425177,6.62E-05,0.000267001,0,5,1,1,1,4,1,2,3,2,2,2,3,5,5,2,3,1,2,2,0,1,1,1
ENFP,NF,Enfp,4vBvMkl8dsLC68DGZtZ0UT,50,0.56714,0.153988604,0.66356,0.23475764,-7.21682,3.777698526,0.64,0.484873221,0.04959,0.02607905,0.21797483,0.262494746,0.20092,0.144759179,0.517042,0.254557729,124.7827,31.7753139,0.04809857,0.170704838,1,3,2,9,0,3,2,3,4,3,1,2,1,6,0,3,1,1,1,1,0,1,1,1
ENFP,NF,enfp? enfj? esfp?,6vw2NaGrj5TxLBszc4xsSX,50,0.62514,0.10451189,0.64836,0.18708677,-7.37272,3.491874002,0.62,0.490314351,0.07719,0.067575138,0.27860042,0.252300688,0.207516,0.150039257,0.554878,0.195548933,120.05332,30.43554331,0.008235571,0.035037122,2,3,1,3,1,8,2,3,2,0,0,3,0,5,3,2,5,1,6,0,0,0,0,0
ENFP,NF,ENFP BI & CAPRICORN ♑︎,2gEQPLeREATrof6CTmlaTi,50,0.6556,0.101499171,0.597238,0.233008425,-6.54904,3.916621091,0.6,0.494871659,0.082496,0.065250472,0.3296946,0.305209503,0.164312,0.123598916,0.529678,0.230954516,120.86222,28.33575364,0.014330313,0.07652032,2,1,2,6,1,2,1,3,0,1,5,1,5,1,5,1,4,1,1,0,0,6,1,0
ENFP,NF,ENFP,6Qq2e6OgauzlO3Dsn5SUb5,50,0.62392,0.135371573,0.70554,0.185547311,-5.73574,2.604504942,0.68,0.471212071,0.074374,0.074087452,0.308998,0.251824725,0.270166,0.253549281,0.558178,0.232721294,117.41586,29.95513286,0.00027296,0.001587143,5,6,0,2,0,4,4,1,3,1,5,3,1,2,1,1,4,2,2,2,0,0,1,0
ENFP,NF,🪩 enfp lagi dngr lagu! 🫧,154zJqtDUO1kS9syWhCq4Z,50,0.67206,0.114976024,0.66146,0.157257907,-6.2963,2.298205398,0.58,0.498569382,0.078958,0.067275508,0.174542006,0.217515911,0.175078,0.104437282,0.504814,0.221923481,121.87344,24.22379873,0.000683102,0.00311671,2,5,5,1,1,3,2,0,2,0,3,2,3,1,5,2,1,4,2,1,0,2,1,2
ENFP,NF,enfp 4w3 energy,03GDttBWuAbqGdRn60gCXB,50,0.58824,0.114372389,0.62792,0.197475893,-7.35844,2.475941323,0.82,0.388087934,0.053658,0.029631988,0.306478624,0.314993119,0.163748,0.137305058,0.477806,0.223257754,118.92914,26.04868917,0.024968726,0.130127434,1,10,0,2,0,8,3,1,1,2,4,2,3,5,1,2,2,0,0,1,0,1,0,1
ENFP,NF,ENFP playlist ( PDB ),6y56vHamrnOdK5v4cNJmy1,50,0.60716,0.12666497,0.68778,0.210348524,-6.32626,3.441065502,0.54,0.503457434,0.053484,0.022175933,0.20921231,0.26317385,0.216684,0.190543765,0.527016,0.237386665,121.12584,29.61455591,0.025773646,0.126279757,1,4,3,7,0,0,1,2,4,2,2,3,0,4,2,1,2,1,4,1,2,3,1,0
ENFP,NF,ENFP – The Early Adopter (ENVC),0gUBfdgDKj3nFsk7dxXXpE,47,0.652085106,0.130491184,0.720510638,0.157455842,-5.994553191,2.001071135,0.765957447,0.427976328,0.053548936,0.029451551,0.127652109,0.190843829,0.18423617,0.135515841,0.614553191,0.221058699,120.5079149,23.29705553,0.009828067,0.04731998,1,0,2,7,0,9,0,2,3,0,3,0,0,2,5,0,4,0,4,3,0,2,0,0
ENFP,NF,ENFP,0ElHeF66wuHxirfTIUoz8n,50,0.5979,0.156175758,0.59456,0.15150674,-7.0736,1.845344335,0.56,0.501426536,0.084562,0.070243021,0.26280614,0.251182763,0.152966,0.116787993,0.40901,0.212842932,117.87262,25.06225196,0.015596526,0.083320693,3,4,2,3,1,3,4,3,3,1,1,2,0,5,2,2,2,1,4,1,0,3,0,0
ENFP,NF,Enfp playlist,5ySFWgMkoXJRcnx1Rjn9bQ,50,0.59382,0.147175127,0.473914,0.214053365,-7.78984,4.078734524,0.88,0.328260723,0.049172,0.044649799,0.5050464,0.299649298,0.169722,0.120894708,0.411516,0.220839604,115.8841,31.74526403,0.003580515,0.014625237,0,6,1,2,1,3,4,2,1,0,5,1,5,6,3,0,4,0,0,2,0,1,0,3
ENFP,NF,Enfp songs ,3HobAww9PsjsbPn70CoC6d,32,0.5956875,0.116555244,0.6670625,0.178549702,-6.42953125,2.698993898,0.65625,0.482558704,0.073765625,0.069570255,0.222606734,0.237612129,0.18035625,0.146366405,0.570078125,0.216253663,126.1897188,31.13535126,0.005518359,0.021969377,1,2,1,4,0,1,1,4,2,1,2,1,5,3,0,0,0,0,1,1,0,2,0,0
ENFP,NF,Enfp,6LATFbaKRSIMdFV7yKw0XG,50,0.592,0.158881807,0.510834,0.222413923,-9.26626,4.457179486,0.68,0.471212071,0.118164,0.122865249,0.42630688,0.361469945,0.181658,0.101749866,0.494072,0.226158961,126.95944,30.28350898,0.053416518,0.179499264,0,3,2,5,0,1,4,3,3,3,1,2,2,5,3,2,4,1,0,0,0,1,2,3
ENFP,NF,Playlist for ENFJ INFJ ENFP INFP,6KSTM9BwJ4FSFVb2tuqfvI,50,0.63174,0.143886692,0.409356,0.167576318,-9.084,2.912359728,0.74,0.443087498,0.074106,0.054142787,0.564242,0.290989967,0.158446,0.120386258,0.448658,0.208312656,110.62046,30.30219086,0.083900977,0.231638712,1,4,4,2,1,4,4,2,2,1,5,0,4,4,2,1,3,1,2,3,0,0,0,0
ENFP,NF,̶̶̶̶  «̶ ̶̶̶ ̶ «̶ ̶̶̶   enfp vibes   ̶ ̶ ̶»̶ ̶̶̶ ̶ »̶ ̶̶̶  ,2dG6RCY48Olj8zy1Vd4bwh,50,0.59772,0.142905712,0.74294,0.121604479,-5.98798,2.24074466,0.44,0.501426536,0.068084,0.07516099,0.14595926,0.169670776,0.161836,0.108160076,0.59846,0.223520187,122.21384,25.11878573,0.022926375,0.12092276,1,3,3,0,1,3,2,3,1,1,4,0,0,3,2,7,2,2,6,0,3,1,0,2
ENFP,NF,🎵ENFP☘️,7fEAZIteZXQ0lsnkQMATk2,25,0.642875,0.133416742,0.686375,0.204392804,-5.907583333,3.294027612,0.5,0.510753918,0.0789,0.078582203,0.23273125,0.289041626,0.2404875,0.187211067,0.610208333,0.23473111,121.0291667,34.60364214,0.057710874,0.20310031,0,2,0,0,1,0,1,3,0,3,2,1,2,1,2,0,1,0,4,0,0,0,0,1
ENFP,NF,🚀Ne🎇enfp,6Zr9IbyT37UlatNmBd2Ft4,50,0.59128,0.129329044,0.77282,0.14024624,-5.388,2.5916059,0.64,0.484873221,0.079076,0.069003294,0.11825428,0.171141224,0.156702,0.141638761,0.510414,0.209174877,123.24968,24.69618824,0.019747166,0.128842758,1,5,1,4,0,4,0,0,3,3,3,2,2,0,2,3,5,3,5,2,0,0,0,2
ENFP,NF,chilling like a enfp,19Zv8XsKcl5s1Z9UowitqY,50,0.65918,0.102928089,0.79572,0.121634622,-4.27698,1.596444129,0.62,0.490314351,0.079216,0.071319884,0.1002519,0.134908137,0.227252,0.169332769,0.58908,0.157839991,127.96808,23.12252296,0.010373741,0.07153062,0,5,4,6,0,4,0,1,0,1,4,1,2,1,6,5,3,1,4,0,1,1,0,0
ENFP,NF,Playlist de um Enfp😁‼️,0JwXyIjZdiNpcs8kzEVhPK,50,0.62038,0.16460353,0.538004,0.193817442,-8.81488,4.041154354,0.62,0.490314351,0.09342,0.105560195,0.2994466,0.285075157,0.182574,0.153904785,0.438446,0.243065382,125.79664,28.05027823,0.057731366,0.170679985,0,2,2,4,1,2,1,5,0,1,4,1,2,4,4,2,2,2,0,3,0,2,3,3
ENFP,NF,introverted ENFP,1Fm7klAlfIPJo5xOyAclL1,50,0.5394,0.162401242,0.70004,0.203841571,-7.2385,2.635605675,0.66,0.478518121,0.05084,0.029459394,0.130259864,0.196084162,0.241496,0.17813821,0.44754,0.240549219,123.62964,28.33577278,0.144297815,0.277481509,0,6,2,0,1,6,1,1,3,0,3,1,1,5,2,3,0,2,4,3,1,1,1,3
ENFP,NF,enfp vibes ,1vVaOVfPHAniV6w8t3686O,50,0.67182,0.164088166,0.7003,0.141110501,-6.04262,2.665951214,0.46,0.503457434,0.074914,0.066210832,0.15384363,0.169441331,0.174122,0.121406319,0.61084,0.219513689,126.96176,24.46045683,0.015722149,0.070403168,3,5,2,4,1,0,0,3,0,2,3,2,3,2,2,1,3,5,4,0,2,1,1,1
ENFP,NF,enfp vibes ,1vVaOVfPHAniV6w8t3686O,50,0.67182,0.164088166,0.7003,0.141110501,-6.04262,2.665951214,0.46,0.503457434,0.074914,0.066210832,0.15384363,0.169441331,0.174122,0.121406319,0.61084,0.219513689,126.96176,24.46045683,0.015722149,0.070403168,3,5,2,4,1,0,0,3,0,2,3,2,3,2,2,1,3,5,4,0,2,1,1,1
ENFP,NF,INFJ💖ENFP,0PjrHtsjN8Q8UBQkQKYUNM,50,0.51526,0.145882369,0.53601,0.243885224,-9.21856,3.283858247,0.54,0.503457434,0.042402,0.013255811,0.389738558,0.376464921,0.15987,0.12566021,0.345752,0.226453865,125.15118,27.62162196,0.188351453,0.290448321,0,7,2,3,0,3,1,4,1,3,1,3,1,4,1,3,2,3,2,1,0,2,1,2
ENFP,NF,ENFP,5BHAW3PXH5t0AO23ULb0ut,45,0.610266667,0.125422631,0.695866667,0.165484221,-5.452711111,1.896711144,0.6,0.495433694,0.054802222,0.035573027,0.174332947,0.236936744,0.146806667,0.088969914,0.567344444,0.227883987,126.2738889,25.73781132,0.019884956,0.087064563,1,6,3,4,0,1,1,1,4,2,2,1,1,0,2,2,3,2,3,1,1,0,2,2
ENFP,NF,Enfp ♡,7fHn6X77ua1XV4m2XXS6jX,50,0.68724,0.082222585,0.72576,0.161153186,-4.02366,1.942487765,0.76,0.431419111,0.069546,0.059223738,0.2618585,0.249735733,0.205754,0.143921582,0.64398,0.192904702,132.98246,22.46653099,0.000390209,0.001636195,0,9,1,1,2,4,0,2,2,2,3,1,3,3,2,0,3,1,1,3,1,1,0,5
ENFP,NF,Dayo Si (ENFP-A),3YX7NrYz3D5OgvvBmcE7uP,50,0.49606,0.164901258,0.4596672,0.261666514,-11.3479,7.335067353,0.86,0.350509833,0.059786,0.064358397,0.507840928,0.391007043,0.180344,0.165191997,0.40006,0.241296476,116.7294,32.28335457,0.208167735,0.334690678,1,5,0,3,0,7,3,2,4,0,2,0,1,6,1,0,6,0,0,2,1,1,2,3
ENFP,NF,ENFP-INFJ,18BKTrzt5Q1iH90sngkybU,50,0.73974,0.085153837,0.79834,0.110669689,-3.63834,1.570835026,0.46,0.503457434,0.105352,0.073053501,0.07745242,0.099616896,0.18269,0.12146122,0.57076,0.177933783,119.74288,24.47656272,0.001097409,0.006994045,2,1,3,3,1,4,0,0,1,2,2,6,0,2,4,2,4,6,3,2,1,0,1,0
